id,severity,title,description,iacontrols,ruleID,fixid,fixtext,checkid,checktext
V-22487,medium,"The SSH daemon must not allow rhosts RSA authentication.
","If SSH permits rhosts RSA authentication, a user may be able to log in based on the keys of the host originating the request and not any user-specific authentication.",['ECSC-1'],SV-26786r1_rule,F-24035r1_fix,Edit the SSH daemon configuration and add or edit the RhostsRSAAuthentication setting value to no.,C-27789r1_chk,"Check the SSH daemon configuration for the RhostsRSAAuthentication  setting.
# grep -i RhostsRSAAuthentication /etc/ssh/sshd_config | grep -v '^#' 
If the setting is not present or not set to no, this is a finding."
V-22485,medium,The SSH daemon must perform strict mode checking of home directory configuration files.,"If other users have access to modify user-specific SSH configuration files, they may be able to log into the system as another user.",['ECLP-1'],SV-26781r1_rule,F-24030r1_fix,Edit the SSH daemon configuration and add or edit the StrictModes setting value to yes.,C-27787r1_chk,"Check the SSH daemon configuration for the StrictModes setting.
# grep -i StrictModes /etc/ssh/sshd_config | grep -v '^#' 
If the setting is not present, or not set to yes, this is a finding."
V-22482,low,The SSH daemon must limit connections to a single session.,"The SSH protocol has the ability to provide multiple sessions over a single connection without reauthentication.  A compromised client could use this feature to establish additional sessions to a system without consent or knowledge of the user.

Alternate per-connection session limits may be documented if needed for a valid mission requirement.  Greater limits are expected to be necessary in situations where TCP or X11 forwarding are used.",['ECSC-1'],SV-26776r1_rule,F-24026r1_fix,Edit the SSH daemon configuration and add or edit the MaxSessions setting value to 1.,C-27784r1_chk,"Check the SSH daemon configuration for the MaxSessions setting.
# grep -i MaxSessions /etc/ssh/sshd_config | grep -v '^#' 
If the setting is not present, or not set to 1, this is a finding."
V-22480,medium,The SSH daemon must not permit tunnels.,OpenSSH has the ability to create network tunnels (layer-2 and layer-3) over an SSH connection.  This function can provide similar convenience to a Virtual Private Network (VPN) with the similar risk of providing a path to circumvent firewalls and network ACLs.,['ECSC-1'],SV-26774r1_rule,F-24024r1_fix,Edit the SSH daemon configuration and add or edit the PermitTunnel setting value to no.,C-27782r1_chk,"Check the SSH daemon configuration for the PermitTunnel setting.
# grep -i PermitTunnel /etc/ssh/sshd_config | grep -v '^#' 
If the setting is not present, or set to yes, this is a finding."
V-22481,medium,The SSH client must not permit tunnels.,OpenSSH has the ability to create network tunnels (layer-2 and layer-3) over an SSH connection.  This function can provide similar convenience to a Virtual Private Network (VPN) with the similar risk of providing a path to circumvent firewalls and network ACLs.,['ECSC-1'],SV-26775r1_rule,F-24025r1_fix,Edit the SSH client configuration and add or edit the Tunnel setting value to no.,C-27783r1_chk,"Check the SSH client configuration for the Tunnel setting.
# grep -i Tunnel /etc/ssh/ssh_config | grep -v '^#' 
If the setting is not present, or not set to no, this is a finding."
V-12023,medium,"IP forwarding for IPv4 must not be enabled, unless the system is a router.","If the system is configured for IP forwarding and is not a designated router, it could be used to bypass network security by providing a path for communication not filtered by network devices.",['ECSC-1'],SV-12524r2_rule,F-11282r2_fix,Disable IPv4 forwarding on the system.,C-7988r2_chk,"Determine if the system is configured for IPv4 forwarding.  If so, this is a finding."
V-12022,medium,The SSH daemon must be configured for IP filtering.,The SSH daemon must be configured for IP filtering to provide a layered defense against connection attempts from unauthorized addresses.,"['ECSC-1', 'ECWM-1']",SV-12523r2_rule,F-11281r2_fix,Add appropriate IP restrictions for SSH to the /etc/hosts.deny and/or /etc/hosts.allow files.,C-7987r2_chk,"Check the TCP wrappers configuration files to determine if SSHD is configured to use TCP wrappers.

Procedure:
# grep sshd /etc/hosts.deny
# grep sshd /etc/hosts.allow

If no entries are returned, the TCP wrappers are not configured for SSHD and this is a finding."
V-4371,medium,The traceroute file must have mode 0700 or less permissive.,"If the mode of the traceroute executable is more permissive than 0700, malicious code could be inserted by an attacker and triggered whenever the traceroute command is executed by authorized users.  Additionally, if an unauthorized user is granted executable permissions to the traceroute command, it could be used to gain information about the network topology behind the firewall.  This information may allow an attacker to determine trusted routers and other network information that may lead to system and network compromise.",['ECLP-1'],SV-4371r2_rule,F-4282r2_fix,"Change the mode of the traceroute command.
# chmod 0700 <traceroute command>
",C-8252r2_chk,"Determine traceroute command locations and mode.
# find / -name traceroute -exec ls -lL {} \;
If the traceroute command has a mode more permissive than 0700, this is a finding."
V-12020,medium,The system must not be used as a syslog server (log host) for systems external to the enclave.,"Syslog messages are typically unencrypted and may contain sensitive information and are, therefore, restricted to the enclave.",['ECSC-1'],SV-12521r2_rule,F-11279r2_fix,Configure the hosts outside of the local enclave to not log to this system.,C-7984r2_chk,"Ask the SA if the log host server is collecting data for hosts outside the local enclave.  If it is, this is a finding."
V-4269,medium,The system must not have unnecessary accounts.,Accounts providing no operational purpose provide additional opportunities for system compromise.  Unnecessary accounts include user accounts for individuals not requiring access to the system and application accounts for applications not installed on the system.,['IAAC-1'],SV-4269r2_rule,F-4180r2_fix," Remove all unnecessary accounts, such as games, from the /etc/passwd file before connecting a system to the network. Other accounts, such as news and gopher, associated with a service not in use should also be removed.",C-2090r2_chk,"Check the system for unnecessary user accounts.

Procedure:
# more /etc/passwd

Some examples of unnecessary accounts include games, news, gopher, ftp, and lp.  If any unnecessary accounts are found, this is a finding."
V-12026,medium,NIS maps must be protected through hard-to-guess domain names.,The use of hard-to-guess NIS domain names provides additional protection from unauthorized access to the NIS directory information.,['ECSC-1'],SV-12527r2_rule,F-11285r2_fix,Change the NIS domain name to a value difficult to guess.  Consult vendor documentation for the required procedure.,C-7991r2_chk,"Check the domain name for NIS maps.

Procedure:
# domainname

If the name returned is simple to guess, such as the organization name, building, or room name, etc., this is a finding."
V-22408,medium,Network interfaces must not be configured to allow user control.,Configuration of network interfaces should be limited to privileged users.  Manipulation of network interfaces may result in a Denial-of-Service or bypass of network security mechanisms.,['ECLP-1'],SV-26069r1_rule,F-26265r1_fix,Configure network interfaces to not allow user control.,C-29246r1_chk,"Determine if any network interfaces on the system are configured to allow user control.  If so, this is a finding."
V-22409,low,The system must not process ICMP timestamp requests.,The processing of Internet Control Message Protocol (ICMP) timestamp requests increases the attack surface of the system.,['ECSC-1'],SV-26071r1_rule,F-26266r1_fix,Configure the system to ignore ICMP Timestamp requests.,C-29247r1_chk,"Determine if the system is configured to respond to ICMP Timestamp requests.  If so, this is a finding."
V-27353,medium,Cron logging must be implemented.,Cron logging can be used to trace the successful or unsuccessful execution of cron jobs.  It can also be used to spot intrusions into the use of the cron facility by unauthorized and malicious users.,None,SV-982r2_rule,F-1136r2_fix,Enable cron logging on the system.,C-791r2_chk,"Determine if cron logging is enabled on the system.  If cron logging is not enabled, this is a finding."
V-22322,medium,The /etc/resolv.conf file must not have an extended ACL.,"The resolv.conf (or equivalent) file configures the system's DNS resolver.  DNS is used to resolve host names to IP addresses.  If DNS configuration is modified maliciously, host name resolution may fail or return incorrect information.  DNS may be used by a variety of system security functions, such as time synchronization, centralized authentication, and remote system logging.",['ECLP-1'],SV-25969r1_rule,F-26118r1_fix,Remove the extended ACL from /etc/resolv.conf file.,C-27487r1_chk,"Verify /etc/resolv.conf has no extended ACL.
# ls -l /etc/resolv.conf
If the permissions include a ""+"", the file has an extended ACL, this is a finding."
V-4089,medium,All system start-up files must be owned by root.,System start-up files not owned by root could lead to system compromise by allowing malicious users or applications to modify them for unauthorized purposes.  This could lead to system and network compromise.,['ECLP-1'],SV-4089r2_rule,F-4022r2_fix,"Change the ownership of the run control script(s) with incorrect ownership.
# chown root <run control script>",C-1674r2_chk,"Check the ownership of system run control scripts.  If any are owned by a user other than root or bin, this is a finding."
V-4088,low,User start-up files must not contain the mesg -y  or mesg y command.,"The mesg -y or mesg y command turns on terminal messaging.  On systems that do not default to mesg -n, the system profile (or equivalent) provides it.  If the user changes this setting, write access may be provided to the terminal screen which could disrupt processing or cause enough confusion to result in damage to sensitive files.  Educate users about the danger of having terminal messaging set on.",['ECSC-1'],SV-4088r2_rule,F-4021r2_fix,Edit the local initialization file(s) and remove the mesg -y command.,C-8218r2_chk,"# grep ""mesg"" /<usershomedirectory>/.*                   

If local initialization files contain the mesg -y or mesg y command,  this is a finding."
V-867,medium,The Network Information System (NIS) protocol must not be used.,"Due to numerous security vulnerabilities existing within NIS, it must not be used.  Possible alternative directory services are NIS+ and LDAP.",['ECSC-1'],SV-867r2_rule,F-1021r2_fix,Disable the use of NIS.  Possible replacements are NIS+ and LDAP.,C-851r2_chk,"Perform the following to determine if NIS is active on the system.

# ps -ef | egrep '(ypbind|ypserv)'

If NIS is found active on the system, this is a finding."
V-4087,medium,User start-up files must not execute world-writable programs.,"If start-up files execute world-writable programs, especially in unprotected directories, they could be maliciously modified to become Trojans destroying user files or otherwise compromising the system at the user, or higher, level.  If the system is compromised at the user level, it is much easier to eventually compromise the system at the root and network level.",['DCSW-1'],SV-4087r2_rule,F-4020r2_fix,"Remove the world-writable permission of files referenced by local initialization scripts, or remove the references to these files in the local initialization scripts.",C-8206r2_chk,"Check local initialization files for any executed world-writable programs or scripts.

Procedure:
# more /<usershomedirectory>/.*      
# ls -al <program or script>

If any local initialization file executes a world-writable program or script, this is a finding."
V-4083,medium,Graphical desktop environments provided by the system must automatically lock after 15 minutes of inactivity and the system must require users to re-authenticate to unlock the environment.,"If graphical desktop sessions do not lock the session after 15 minutes of inactivity, requiring re-authentication to resume operations, the system or individual data could be compromised by an alert intruder who could exploit the oversight. This requirement applies to graphical desktop environments provided by the system to locally attached displays and input devices as well as to graphical desktop environments provided to remote systems, including thin clients.",['PESL-1'],SV-4083r2_rule,F-4016r2_fix,Consult vendor documentation to determine the settings required for the system to lock graphical desktop environments. Configure the system to lock graphical desktop environments after 15 minutes of inactivity and require re-authentication to resume operations.   ,C-8205r2_chk,"Log into a graphical desktop environment provided by the system. Allow the session to remain idle for 15 minutes. If the desktop session is not automatically locked after 15 minutes, or does not require re-authentication to resume operations, this is a finding."
V-22459,medium,The SSH daemon must be configured to not use Cipher-Block Chaining (CBC) ciphers.,"The Cipher-Block Chaining (CBC) mode of encryption as implemented in the SSHv2 protocol is vulnerable to chosen plain text attacks and must not be used.

",['ECSC-1'],SV-26752r2_rule,F-24001r2_fix,"Edit /etc/ssh/sshd_config and add or edit the ""Ciphers"" line.  Only include ciphers that start with ""3des"" or ""aes"" and do not contain ""cbc"".  For the list of available ciphers for the particular version of your software, consult the sshd_config manpage.

Restart the SSH daemon.",C-27761r1_chk,"Check the SSH daemon configuration for allowed ciphers.
# grep -i ciphers /etc/ssh/sshd_config | grep -v '^#' 
If no lines are returned, or the returned ciphers list contains any cipher ending with cbc, this is a finding.
"
V-1029,medium,The /etc/smbpasswd file must be owned by root.,"If the smbpasswd file is not owned by root, the smbpasswd file may be maliciously accessed or modified, potentially resulting in the compromise of Samba accounts.",['ECLP-1'],SV-1029r2_rule,F-1183r2_fix,"Use the chown command to configure the smbpasswd file.
# chown root /etc/smbpasswd",C-28774r1_chk,"Check the ownership of the smbpasswd file.

# find / -name smbpasswd
# ls -l <smbpasswd file>

If an smbpasswd file is not owned by root, this is a finding."
V-24386,high,The telnet daemon must not be running.,"The telnet daemon provides a typically unencrypted remote access service which does not provide for the confidentiality and integrity of user passwords or the remote session.  If a privileged user were to log on using this service, the privileged user password could be compromised.",['DCPP-1'],SV-30063r1_rule,F-27396r1_fix,"Consult vendor documentation to determine the procedure to disable the telnet daemon.  If the system uses inetd, use the following procedure.
Edit the /etc/inetd.conf file and comment out the telnetd line.
Restart or reload the inetd process.",C-30815r1_chk,"Consult vendor documentation to determine the method for determining if the telnet daemon is running.  If the system uses inetd, use the following procedure.
# grep -v '^#' /etc/inetd.conf | grep telnet
If an entry is returned, the telnet daemon is running.

If the telnet daemon is running, this is a finding."
V-24384,medium,"If the system is using LDAP for authentication or account information, the /etc/ldap.conf file (or equivalent) must not contain passwords.","The authentication of automated LDAP connections between systems must not use passwords since more secure methods are available, such as PKI and Kerberos. Additionally, the storage of unencrypted passwords on the system is not permitted.","['IAIA-1', 'IAIA-2']",SV-30059r1_rule,F-27446r1_fix,Consult vendor documentation for the procedures for configuring LDAP for authentication and account information. Remove any passwords from LDAP configuration files.   ,C-30832r1_chk,"Consult vendor documentation for the procedures concerning the configuration of LDAP for providing authentication and account information. Examine the LDAP configuration file(s). If the LDAP configuration file contains an unencrypted password, this is a finding. If the LDAP configuration file contains an encrypted password  accessible by regular users on the system, this is a finding."
V-22326,medium,The /etc/hosts file must not have an extended ACL.,"The /etc/hosts file (or equivalent) configures local host name to IP address mappings that typically take precedence over DNS resolution.  If this file is maliciously modified, it could cause the failure or compromise of security functions requiring name resolution, which may include time synchronization, centralized authentication, and remote system logging.",['ECLP-1'],SV-25973r1_rule,F-26119r1_fix,Remove the extended ACL from the /etc/hosts file.,C-27495r2_chk,"Verify /etc/hosts has no extended ACL.
# ls -lL /etc/hosts
If the permissions include a ""+"", the file has an extended ACL and this is a finding."
V-22325,medium,The /etc/hosts file must have mode 0644 or less permissive.,"The /etc/hosts file (or equivalent) configures local host name to IP address mappings that typically take precedence over DNS resolution.  If this file is maliciously modified, it could cause the failure or compromise of security functions requiring name resolution, which may include time synchronization, centralized authentication, and remote system logging.",['ECLP-1'],SV-26412r1_rule,F-23599r1_fix,"Change the mode of the /etc/hosts file to 0644 or less permissive.

# chmod 0644 /etc/hosts",C-27494r1_chk,"Check the mode of the /etc/hosts file.

Procedure:
# ls -l /etc/hosts
If the file mode is more permissive than 0644, this is a finding."
V-1027,medium,The /etc/smb.conf file must be owned by root.,"The /etc/smb.conf file allows access to other machines on the network and grants permissions to certain users.  If it is owned by another user, the file may be maliciously modified and the Samba configuration could be compromised.",['ECLP-1'],SV-1027r2_rule,F-1181r2_fix,"Change the ownership of the smb.conf file.  

Procedure:
# chown root smb.conf",C-28771r2_chk,"Check the ownership of the smb.conf file.

Procedure:
# ls -lL /etc/opt/samba/smb.conf
# ls -l <smb.conf file>

If an smb.conf file is not owned by root, this is a finding."
V-1028,medium,The /etc/smb.conf file must have mode 0644 or less permissive.,"If the smb.conf file has excessive permissions, the file may be maliciously modified and the Samba configuration could be compromised.",['ECLP-1'],SV-1028r2_rule,F-1182r2_fix,"Change the mode of the smb.conf file to 0644 or less permissive.

Procedure:
# chmod 0644 smb.conf",C-2048r2_chk,"Check the mode of the smb.conf file.

Procedure:
# find / -name smb.conf
# ls -lL <smb.conf file>

If the smb.conf has a mode more permissive than 0644, this is a finding."
V-22458,medium,The SSH daemon must be configured to only use FIPS 140-2 approved ciphers.,DoD information systems are required to use FIPS 140-2 approved ciphers.  SSHv2 ciphers meeting this requirement are 3DES and AES.,['DCNR-1'],SV-26751r1_rule,F-24001r2_fix,"Edit /etc/ssh/sshd_config and add or edit the ""Ciphers"" line.  Only include ciphers that start with ""3des"" or ""aes"" and do not contain ""cbc"".  For the list of available ciphers for the particular version of your software, consult the sshd_config manpage.

Restart the SSH daemon.",C-27760r1_chk,"Check the SSH daemon configuration for allowed ciphers.
# grep -i ciphers /etc/ssh/sshd_config | grep -v '^#' 
If no lines are returned, or the returned ciphers list contains any cipher not starting with 3des or aes, this is a finding."
V-22329,medium,The /etc/nsswitch.conf file must have mode 0644 or less permissive.,"The nsswitch.conf file (or equivalent) configures the source of a variety of system security information including account, group, and host lookups.  Malicious changes could prevent the system from functioning or compromise system security.",['ECLP-1'],SV-26419r1_rule,F-23606r1_fix,"Change the mode of the /etc/nsswitch.conf file to 0644 or less permissive.

Procedure:
# chmod 0644 /etc/nsswitch.conf",C-27498r1_chk,"Check the mode of the /etc/nsswitch.conf file.

Procedure:
# ls -l /etc/nsswitch.conf
If the file mode is more permissive than 0644, this is a finding."
V-22328,medium,"The /etc/nsswitch.conf file must be group-owned by root, bin, sys, or system.","The nsswitch.conf file (or equivalent) configures the source of a variety of system security information including account, group, and host lookups.  Malicious changes could prevent the system from functioning or compromise system security.",['ECLP-1'],SV-26418r1_rule,F-23605r1_fix,"Change the group owner of the /etc/nsswitch.conf file to root, bin, sys, or system.

Procedure:
# chgrp root /etc/nsswitch.conf",C-27497r1_chk,"Check the group ownership of the nsswitch.conf file.

Procedure:
# ls -lL /etc/nsswitch.conf

If the file is not group-owned by root, bin, sys, or system, this is a finding."
V-22327,medium,The /etc/nsswitch.conf file must be owned by root.,"The nsswitch.conf file (or equivalent) configures the source of a variety of system security information including account, group, and host lookups.  Malicious changes could prevent the system from functioning or compromise system security.",['ECLP-1'],SV-26417r1_rule,F-23604r1_fix,"Change the owner of the /etc/nsswitch.conf file to root.

# chown root /etc/nsswitch.conf",C-27496r1_chk,"Verify the /etc/nsswitch.conf file is owned by root.

Procedure:
# ls -l /etc/nsswitch.conf
If the file is not owned by root, this is a finding."
V-22323,medium,The /etc/hosts file must be owned by root.,"The /etc/hosts file (or equivalent) configures local host name to IP address mappings that typically take precedence over DNS resolution.  If this file is maliciously modified, it could cause the failure or compromise of security functions requiring name resolution, which may include time synchronization, centralized authentication, and remote system logging.",['ECLP-1'],SV-26410r1_rule,F-23597r1_fix,"Change the owner of the /etc/hosts file to root.

# chown root /etc/hosts",C-27492r1_chk,"Verify the /etc/hosts file is owned by root.

Procedure:
# ls -l /etc/hosts
If the file is not owned by root, this is a finding."
V-22457,medium,The SSH daemon must only listen on management network addresses unless authorized for uses other than management.,"The SSH daemon should only listen on network addresses designated for management traffic.  If the system has multiple network interfaces and SSH listens on addresses not designated for management traffic, the SSH service could be subject to unauthorized access.  If SSH is used for purposes other than management, such as providing an SFTP service, the list of approved listening addresses may be documented.",['ECSC-1'],SV-26750r1_rule,F-24000r1_fix,Edit the SSH daemon configuration to specify listening network addresses designated for management traffic.,C-27759r1_chk,"Check the SSH daemon configuration for listening network addresses.
# grep -i Listen /etc/ssh/sshd_config | grep -v '^#'
If no configuration is returned, or if a returned Listen configuration contains addresses not designated for management traffic, this is a finding."
V-22324,medium,"The /etc/hosts file must be group-owned by root, bin, sys, or system.","The /etc/hosts file (or equivalent) configures local host name to IP address mappings that typically take precedence over DNS resolution.  If this file is maliciously modified, it could cause the failure or compromise of security functions requiring name resolution, which may include time synchronization, centralized authentication, and remote system logging.",['ECLP-1'],SV-26411r1_rule,F-23598r1_fix,"Change the group owner of the /etc/hosts file to root, sys, bin, or system.

Procedure:
# chgrp root /etc/hosts",C-27493r1_chk,"Check the /etc/hosts file's group ownership.

Procedure:
# ls -lL /etc/hosts

If the file is not group-owned by root, bin, sys, or system,  this is a finding."
V-22451,medium,"The snmpd.conf file must be group-owned by root, bin, sys, or system.","The snmpd.conf file contains authenticators and must be protected from unauthorized access and modification.  If the file is not group-owned by a system group, it may be subject to access and modification from unauthorized users.",['ECLP-1'],SV-26120r1_rule,F-26296r1_fix,"Change the group owner of the snmpd.conf file (or equivalent).

Procedure:
# chgrp root <snmpd.conf>",C-29270r1_chk,"Determine the group owner of the snmpd.conf file (or equivalent).

Procedure:
# ls -lL <snmpd.conf file>

If the file is not group-owned by root, bin, sys, or system, this is a finding."
V-22450,medium,Management Information Base (MIB) files must not have extended ACLs.,The ability to read the MIB file could impart special knowledge to an intruder or malicious user about the ability to extract compromising information about the system or network.,['ECLP-1'],SV-26119r1_rule,F-26295r1_fix,Remove the extended ACL from the MIB file(s).,C-27746r1_chk,"Check the file permissions for the MIB files.
# find / -name *.mib -print
# ls -lL [mib file]
If the permissions include a ""+"", the file has an extended ACL, this is a finding.
"
V-22453,medium,The /etc/syslog.conf file must have mode 0640 or less permissive.,Unauthorized users must not be allowed to access or modify the /etc/syslog.conf file.,['ECLP-1'],SV-26740r1_rule,F-23989r1_fix,"Change the permissions of the syslog configuration file.
# chmod 0640 /etc/syslog.conf",C-27755r1_chk,"Check the permissions of the syslog configuration file.
# ls -lL /etc/syslog.conf
If the mode of the file is more permissive than 0640, this is a finding."
V-1023,medium,The system must not run an Internet Network News (INN) server.,"Internet Network News (INN) servers access Usenet newsfeeds and store newsgroup articles.  INN servers use the Network News Transfer Protocol (NNTP) to transfer information from the Usenet to the server and from the server to authorized remote hosts.

If this function is necessary to support a valid mission requirement, its use must be authorized and approved in the system accreditation package.",['ECSC-1'],SV-1023r2_rule,F-1177r2_fix,Disable the INN server.,C-2043r2_chk,"# ps -ef | egrep ""innd|nntpd""

If an INN server is running, this is a finding.
"
V-22321,medium,"The /etc/resolv.conf file must have mode 0644 or less permissive.
","The resolv.conf (or equivalent) file configures the system's DNS resolver.  DNS is used to resolve host names to IP addresses.  If DNS configuration is modified maliciously, host name resolution may fail or return incorrect information.  DNS may be used by a variety of system security functions, such as time synchronization, centralized authentication, and remote system logging.",['ECLP-1'],SV-26397r1_rule,F-23588r1_fix,"Change the mode of the /etc/resolv.conf file to 0644 or less permissive.

# chmod 0644 /etc/resolv.conf",C-27486r1_chk,"Check the mode of the /etc/resolv.conf file.

Procedure:
# ls -l /etc/resolv.conf
If the file mode is more permissive than 0644, this is a finding."
V-993,high,"SNMP communities, users, and passphrases must be changed from the default.","Whether active or not, default SNMP passwords, users, and passphrases must be changed to maintain security. If the service is running with the default authenticators, then anyone can gather data about the system and the network and use the information to potentially compromise the integrity of the system or network(s).",['IAAC-1'],SV-993r2_rule,F-1147r2_fix,"Change the default passwords. To change them, locate the snmpd.conf file and edit it. Locate the line system-group-read-community which has a default password of public and make the password something more random (less guessable). Make the same changes for the lines that read system-group-write-community, read-community, write-community, trap, and trap-community. Read the information in the file carefully. The trap is defining who to send traps to, for instance, by default. It is not a password, but the name of a host.",C-816r2_chk,"Check the SNMP configuration for default passwords.

Locate and examine the SNMP configuration.
Procedure:
# find / -name snmpd.conf -print
# more snmpd.conf 

Identify any community names or user password configuration. If any community name or password is set to a default value, such as public, private, snmp-trap, password, or any value which does not meet DISA password requirements, this is a finding."
V-22320,medium,"The /etc/resolv.conf file must be group-owned by root, bin, sys, or system.","The resolv.conf (or equivalent) file configures the system's DNS resolver.  DNS is used to resolve host names to IP addresses.  If DNS configuration is modified maliciously, host name resolution may fail or return incorrect information.  DNS may be used by a variety of system security functions, such as time synchronization, centralized authentication, and remote system logging.",['ECLP-1'],SV-26396r1_rule,F-23587r1_fix,"Change the group owner of the /etc/resolv.conf file to root, bin, sys, or system.

Procedure:
# chgrp root /etc/resolv.conf",C-27485r1_chk,"Check the group ownership of the resolv.conf file.

Procedure:
# ls -lL /etc/resolv.conf

If the file is not group owned by root, bin, sys, or system, this is a finding."
V-994,medium,The snmpd.conf file must have mode 0600 or less permissive.,The snmpd.conf file contains authenticators and must be protected from unauthorized access and modification.,['ECLP-1'],SV-994r2_rule,F-1148r2_fix,"Change the mode of the SNMP daemon configuration file to 0600. 

Procedure:
# chmod 0600 <snmpd.conf>   ",C-817r2_chk,"Check the mode of the SNMP daemon configuration file.

Locate the SNMP daemon configuration file. Consult vendor documentation to verify the name and location of the file.
Procedure:
# find / -name snmpd.conf

Check the mode of the SNMP daemon configuration file.
Procedure:
# ls -lL <snmpd.conf>

If the snmpd.conf file has a mode more permissive than 0600, this is a finding.
"
V-995,medium,Management Information Base (MIB) files must have mode 0640 or less permissive.,The ability to read the MIB file could impart special knowledge to an intruder or malicious user about the ability to extract compromising information about the system or network.,['ECLP-1'],SV-995r2_rule,F-1149r2_fix,"Change the mode of MIB files to 0640.

Procedure:
# chmod 0640 <mib file>   ",C-818r2_chk,"Check the modes for all Management Information Base (MIB) files on the system.

Procedure:
# find / -name *.mib -print
# ls -lL <mib file>

If any file is returned that does not have mode 0640 or less permissive, this is a finding.
"
V-901,medium,All users' home directories must have mode 0750 or less permissive.,Excessive permissions on home directories allow unauthorized access to user's files.,['ECLP-1'],SV-901r2_rule,F-1055r2_fix,"Change the mode of users' home directories to 0750 or less permissive.

Procedure (example):
# chmod 0750 <home directory>",C-8017r3_chk,"Check the home directory mode of each user in /etc/passwd.

Procedure:
# cut -d : -f 6 /etc/passwd | xargs -n1 ls -ld | more

If a user's home directory's mode is more permissive than 0750, this is a finding.

NOTE: Application directories are allowed and may need 0755 permissions (or greater) for correct operation."
V-900,low,All interactive user home directories defined in the /etc/passwd file must exist.,"If a user has a home directory defined that does not exist, the user may be given the / directory, by default, as the current working directory upon logon.  This could create a denial of service because the user would not be able to perform useful tasks in this location.",['ECSC-1'],SV-900r2_rule,F-1054r2_fix,"If a user has no home directory, determine why.  If possible, delete accounts with no home directory.  If the account is valid, then create the home directory using the appropriate system administration utility or manually create, i.e.,  mkdir <directory name>; copy the skeleton files into the directory;  chown <user name> <directory name> for the new directory and the skeleton files.  Document all changes.",C-308r2_chk,"Check all user accounts home directory assignments.  If any user account does not have a home directory, this is a finding."
V-903,medium,All interactive users' home directories must be group-owned by the home directory owner's primary group.,"If the GID of the home directory is not the same as the GID of the user, this would allow unauthorized access to files.",['ECLP-1'],SV-903r2_rule,F-1057r3_fix,"Change the group owner for user's home directories to the primary group of the assigned user.

Procedure:
# chgrp groupname directoryname

(Replace examples with appropriate group and home directory.)

Document all changes.",C-8019r3_chk,"Check the group ownership for each user in the /etc/passwd file.

Procedure:
# ls -lLd <user home directory>

If any user's home directory is not group-owned by the assigned user's primary group, this is a finding. Home directories for application accounts requiring different group ownership must be documented using site-defined procedures."
V-902,medium,All interactive users' home directories must be owned by their respective users.,"If users do not own their home directories, unauthorized users could access user files.",['ECLP-1'],SV-902r2_rule,F-1056r2_fix,"Change the owner of a user's home directory to its assigned user.

Procedure:
# chown <user> <home directory>   ",C-8018r2_chk,"Check the ownership of each user's home directory listed in the /etc/passwd file.

Procedure:
# ls -lLd <user home directory>

If any user's home directory is not owned by the assigned user, this is a finding."
V-905,medium,All local initialization files must have mode 0740 or less permissive.,Local initialization files are used to configure the user's shell environment upon login.  Malicious modification of these files could compromise accounts upon logon.,['ECLP-1'],SV-905r2_rule,F-1059r3_fix,"Ensure user startup files have permissions of 0740 or more restrictive.  Examine each user's home directory and verify all file names beginning with ""."" have access permissions of 0740 or more restrictive.  If they do not, use the chmod command to correct the vulnerability. 

Procedure:  
# chmod 0740 .filename 

NOTE: The period is part of the file name and is required.",C-8020r2_chk,"Check the modes of local initialization files.

Procedure:
# ls -al /<usershomedirectory>/.login
# ls -al /<usershomedirectory>/.cshrc
# ls -al /<usershomedirectory>/.logout
# ls -al /<usershomedirectory>/.profile
# ls -al /<usershomedirectory>/.bash_profile
# ls -al /<usershomedirectory>/.bashrc
# ls -al /<usershomedirectory>/.bash_logout
# ls -al /<usershomedirectory>/.env
# ls -al /<usershomedirectory>/.dtprofile    (permissions should be 0755)
# ls -al /<usershomedirectory>/.dispatch
# ls -al /<usershomedirectory>/.emacs
# ls -al /<usershomedirectory>/.exrc
# find /<usershomedirectory>/.dt ! -fstype nfs \( -perm -0002 -o -perm -0020 \) -exec ls -ld {} \;  (permissions not to be more 
permissive than 0755)

If local initialization files are more permissive than 0740,  the .dt directory or the .dtprofile file is more permissive than 0755, this is a finding."
V-904,medium,All local initialization files must be owned by the user or root.,Local initialization files are used to configure the user's shell environment upon login.  Malicious modification of these files could compromise accounts upon logon.,['ECLP-1'],SV-904r2_rule,F-1058r3_fix,"Change the ownership of the startup and login files in the user's directory to the user or root, as appropriate.  Examine each user's home directory and verify all file names beginning with ""."" are owned by the owner of the directory or root.  If they are not, use the chown command to change the owner to the user and research the reasons why the owners were not assigned as required.  

Procedure:
# chown username .filename
Document all changes.",C-395r3_chk,"Check the ownership of local initialization files.

Procedure (using a shell that supports ~USER as USER's home directory):
# cut -d : -f 1 /etc/passwd | xargs -n1 -IUSER sh -c ""ls -l ~USER/.[a-z]*""
# cut -d : -f 1 /etc/passwd | xargs -n1 -IUSER find ~USER/.dt ! -fstype nfs ! -user USER -exec ls -ld {} \;

If local initialization files are not owned by the home directory's user, this is a finding."
